date,open,high,low,close,volume
2022-07-05,14.18,14.97,14.06,14.96,500602130
2022-07-06,15.01,15.32,14.79,15.13,424819180
2022-07-07,15.46,15.94,15.39,15.86,392317260
2022-07-08,15.43,16.04,15.39,15.84,380763250
2022-07-11,15.52,15.53,15.04,15.15,317588580
2022-07-12,15.27,15.43,14.88,15.08,332076970
2022-07-13,14.6,15.38,14.47,15.16,388305030
2022-07-14,15.11,15.47,14.73,15.37,347297000
2022-07-15,15.66,15.78,15.44,15.76,271798760
2022-07-18,16.31,16.9,16.0,16.1,511148750
2022-07-19,16.49,17.11,16.17,16.99,528096200
2022-07-20,16.95,17.93,16.8,17.81,587134880
2022-07-21,17.89,18.14,17.54,18.05,409726470
2022-07-22,17.89,17.97,17.14,17.32,399863070
2022-07-25,17.02,17.12,16.65,17.02,365871260
2022-07-26,16.9,16.92,16.48,16.53,291034230
2022-07-27,17.03,17.94,16.91,17.79,413291780
2022-07-28,17.95,18.14,17.44,17.98,355300300
2022-07-29,17.81,18.24,17.69,18.16,314218160
2022-08-01,18.19,18.85,17.99,18.44,358531400
2022-08-02,18.13,18.94,18.09,18.53,369170440
2022-08-03,18.18,18.97,18.14,18.89,304057510
2022-08-04,18.85,19.27,18.76,19.22,315210360
2022-08-05,18.81,19.23,18.67,18.99,285806800
2022-08-08,17.5,18.24,17.24,17.79,734353350
2022-08-09,17.25,17.45,16.72,17.09,515827570
2022-08-10,17.7,18.12,17.32,18.1,443197760
2022-08-11,18.12,18.71,17.88,17.94,395063500
2022-08-12,18.16,18.72,17.95,18.71,366769700
2022-08-15,18.71,19.16,18.61,19.03,357335990
2022-08-16,18.92,19.14,18.5,18.88,335507790
2022-08-17,18.53,18.69,18.15,18.34,342053560
2022-08-18,18.3,18.87,18.18,18.77,316366710
2022-08-19,18.41,18.52,17.77,17.85,326601600
2022-08-22,17.49,17.56,16.97,17.03,303057620
2022-08-23,17.0,17.47,16.97,17.18,276540090
2022-08-24,17.03,17.41,16.9,17.22,361668290
2022-08-25,16.84,17.95,16.83,17.91,601133930
2022-08-26,17.85,17.92,16.24,16.26,575323060
2022-08-29,16.01,16.34,15.77,15.8,375118240
2022-08-30,15.96,16.04,15.18,15.47,398808400
2022-08-31,15.37,15.54,14.96,15.09,387021240
2022-09-01,14.21,14.38,13.27,13.94,889576830
2022-09-02,14.1,14.17,13.59,13.65,561640590
2022-09-06,13.72,13.78,13.35,13.47,406741280
2022-09-07,13.57,13.84,13.35,13.71,373370130
2022-09-08,13.46,14.01,13.37,13.99,486368490
2022-09-09,14.15,14.47,14.13,14.39,369845210
2022-09-12,14.37,14.55,14.2,14.51,383095900
2022-09-13,13.81,13.92,13.1,13.13,498430700
2022-09-14,13.25,13.29,12.91,13.13,443831170
2022-09-15,13.02,13.23,12.79,12.93,394371290
2022-09-16,12.74,13.21,12.62,13.2,488733610
2022-09-19,13.01,13.46,13.01,13.38,444390160
2022-09-20,13.22,13.48,13.06,13.18,430669440
2022-09-21,13.21,14.03,13.11,13.26,648509830
2022-09-22,13.07,13.15,12.43,12.56,607873900
2022-09-23,12.42,12.61,12.26,12.52,519385610
2022-09-26,12.5,12.66,12.21,12.23,411905000
2022-09-27,12.51,12.74,12.26,12.41,443205860
2022-09-28,12.41,12.82,12.35,12.74,414660410
2022-09-29,12.45,12.5,11.95,12.22,405216790
2022-09-30,12.09,12.63,12.08,12.14,432336630
2022-10-03,12.35,12.68,12.11,12.51,424971280
2022-10-04,12.88,13.22,12.88,13.17,448122480
2022-10-05,12.92,13.32,12.62,13.21,412685920
2022-10-06,13.22,13.66,13.1,13.13,519648430
2022-10-07,12.51,12.67,12.02,12.08,511663090
2022-10-10,12.04,12.13,11.41,11.67,547046640
2022-10-11,11.56,11.85,11.28,11.59,523334410
2022-10-12,11.58,11.74,11.35,11.5,383016470
2022-10-13,10.97,12.08,10.81,11.96,686214800
2022-10-14,12.06,12.11,11.2,11.23,583906000
2022-10-17,11.52,11.95,11.52,11.89,467617380
2022-10-18,12.34,12.49,11.62,11.97,553251210
2022-10-19,11.89,12.35,11.83,12.05,425515050
2022-10-20,12.11,12.77,12.11,12.19,536496170
2022-10-21,12.1,12.5,11.89,12.47,499396170
2022-10-24,12.51,12.71,12.06,12.6,424023160
2022-10-25,12.7,13.3,12.66,13.26,400765600
2022-10-26,12.87,13.39,12.71,12.9,413207830
2022-10-27,13.63,13.84,13.12,13.18,436917830
2022-10-28,13.12,13.85,13.06,13.83,408904800
2022-10-31,13.77,13.84,13.3,13.5,377548320
2022-11-01,13.81,13.93,13.52,13.54,344730510
2022-11-02,13.85,14.21,13.21,13.22,536117480
2022-11-03,13.05,13.78,12.96,13.42,395782740
2022-11-04,13.99,14.23,13.7,14.16,464755810
2022-11-07,14.23,14.41,13.95,14.3,326772690
2022-11-08,14.8,14.89,14.22,14.6,475470620
2022-11-09,14.16,14.21,13.76,13.78,344688000
2022-11-10,14.8,15.77,14.55,15.75,513296030
2022-11-11,15.81,16.39,15.48,16.33,507422720
2022-11-14,16.22,16.54,15.92,16.29,411147810
2022-11-15,16.73,17.0,16.38,16.67,413182440
2022-11-16,16.14,16.36,15.87,15.91,433227640
2022-11-17,15.74,16.27,15.54,15.68,557612650
2022-11-18,15.97,16.0,15.12,15.41,385719510
2022-11-21,15.15,15.48,15.08,15.32,304610060
2022-11-22,15.34,16.06,15.12,16.04,375622890
2022-11-23,16.1,16.53,16.05,16.52,343172170
2022-11-25,16.31,16.49,16.17,16.27,132612460
2022-11-28,16.03,16.36,15.72,15.83,218654180
2022-11-29,15.83,15.93,15.52,15.64,239470370
2022-11-30,15.69,16.93,15.6,16.92,400163670
2022-12-01,17.01,17.27,16.64,17.14,336546240
2022-12-02,16.66,16.93,16.45,16.88,270944860
2022-12-05,16.68,17.0,16.47,16.61,247265780
2022-12-06,16.53,16.57,15.82,15.99,267666660
2022-12-07,15.77,16.19,15.67,16.12,292181010
2022-12-08,16.27,17.18,15.96,17.17,396220960
2022-12-09,17.16,17.58,16.98,17.0,349088060
2022-12-12,17.04,17.54,16.8,17.54,349161500
2022-12-13,18.5,18.79,17.71,18.07,465231190
2022-12-14,17.99,18.25,17.42,17.67,377992410
2022-12-15,17.15,17.32,16.7,16.95,344646230
2022-12-16,16.88,17.04,16.41,16.57,311715820
2022-12-19,16.59,16.61,16.15,16.25,268554040
2022-12-20,16.06,16.31,15.85,16.09,295295880
2022-12-21,16.11,16.63,16.1,16.5,247833560
2022-12-22,16.1,16.14,14.88,15.34,440190270
2022-12-23,15.2,15.34,14.88,15.21,273724380
2022-12-27,15.07,15.1,14.06,14.12,370953940
2022-12-28,13.93,14.26,13.88,14.04,278150880
2022-12-29,14.4,14.68,14.23,14.6,274338350
2022-12-30,14.33,14.63,14.23,14.61,238320070
2023-01-03,14.87,15.0,14.1,14.32,314701170
2023-01-04,14.57,14.85,14.24,14.75,339224850
2023-01-05,14.49,14.56,14.15,14.27,285617260
2023-01-06,14.46,15.01,14.03,14.86,310489780
2023-01-09,15.28,16.06,15.14,15.63,392015000
2023-01-10,15.49,15.96,15.47,15.91,298605100
2023-01-11,15.83,16.03,15.56,16.0,267793960
2023-01-12,16.1,16.64,15.49,16.51,432805120
2023-01-13,16.28,16.92,16.17,16.9,352007600
2023-01-17,16.9,17.73,16.9,17.7,390921880
2023-01-18,17.67,17.87,17.28,17.38,341592860
2023-01-19,17.06,17.2,16.73,16.77,352828850
2023-01-20,17.0,17.86,16.83,17.84,416034340
2023-01-23,18.07,19.25,17.82,19.19,516154190
2023-01-24,18.83,19.5,18.82,19.27,393909980
2023-01-25,18.91,19.37,18.58,19.32,368409560
2023-01-26,19.72,20.17,19.28,19.8,377190080
2023-01-27,19.46,20.63,19.41,20.37,426785890
2023-01-30,19.96,20.14,19.15,19.16,371411800
2023-01-31,19.17,19.69,18.95,19.54,374546990
2023-02-01,19.7,21.19,19.61,20.94,509867280
2023-02-02,21.0,21.95,20.96,21.71,420849560
2023-02-03,20.98,21.75,20.79,21.1,315339850
2023-02-06,20.81,21.57,20.79,21.09,355925060
